label,text
0,new theori argument win d situat lose person so dont argu ur friend just kick amp say im alway correct
1,u num secret admir look num make contact ufind rreveal think ur so specialcal num
0,tomarrow final hear laptop case so cant
0,pleassssssseeeee tel v avent done sportsx
0,okay no no just shine meant sign sound better
0,although told u dat im into baig face watch now realli like e watch u gave co fr u thanx num everyth dat uve done today im touch
0,u dont rememb old commerci
0,too late said websit didnt dont slipper
0,ask call now ok
0,kalli wont bat num nd inning
0,didnt work again oh ok goodnight then ill fix readi time wake up veri dearli miss good night sleep
1,congratul ur award num cd voucher num gift guarante free entri num num wkli draw txt music num tnc wwwldewcom num win num ppmx num age num
0,ranjith cal drpd deeraj deepak num min hold
0,wen ur lovabl bcum angri wid u dnt take serious coz be angri d most childish n true way show deep affect care n luv kettoda manda nice day da
0,doinghow
0,up num day also ship compani take num wk other way usp take week when get lag may bribe nipost get stuff
0,im back lem know when your readi
0,dont necessarili expect done befor get back though im just now headin
0,mmm so yummi babe nice jolt suzi
0,where lover need
1,tri contact re repli offer video handset num anytim network min unlimit text camcord repli call num now
0,iûm park next mini when come today think
0,yup
0,anyway im go shop own now co si not done yet dun disturb u liao
0,no luton num ring ur around h
1,hey realli horni want chat see nake text hot num text charg num pm unsubscrib text stop num
0,whi dint come us
0,same wana plan trip sometm then
0,not sure yet still tri get hold
1,ur rington servic chang num free credit go club num mobilescom choos content now stop txt club stop num num pwk club num po box num mk num num wt
0,evo just download flash jealou
1,rington club get uk singl chart mobil each week choos ani top qualiti rington messag free charg
0,come mu sort narcot situat
0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
1,hmv bonu special num pound genuin hmv voucher won just answer num easi question play now send hmv num more infowww num percentrealcom
0,usf guess might well take num car
0,no object bf not come
0,thanx
0,tell rob mack gf theater
0,awesom ill see bit
0,just sent so type food like
0,all done all hand celebr full swing yet
0,got call tool
0,wen u miss someon
0,ok ask money how far
0,oki
0,yeah think usual guy still pass last night get ahold anybodi let know ill throw down
0,k might come tonight then class let earli
0,ok
0,hi babi im cruisin girl friend r u up num give call hour home that alright fone fone now love jenni xxx
0,life mean lot not love life love peopl life world call friend call world ge
0,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens
0,hey told name gautham ah
0,haf u found feel so stupid da v cam work
0,oop num got bit
0,much buzi
0,accident delet messag resend pleas
1,tmobil custom may now claim free camera phone upgrad pay go sim card loyalti call num num num offer end num thfebtc appli
0,unless situat where go gurl would more appropri
0,hurt teas make cri end life when die plz keep one rose grave say stupid miss u nice day bslvyl
0,cant pick phone right now pl send messag
0,need coffe run tomoc believ time week alreadi
0,awesom rememb last time got somebodi high first time diesel v
0,shit realli shock scari cant imagin second def up night u think there somewher could crash night save taxi
0,oh way more food fridg want go meal tonight
0,womdarful actor
1,sm ac blind date num u rodd num num m aberdeen unit kingdom check httpimg sm acwicmb num cktz num r num num no blind date send hide
0,yup remb think should can book
0,jo ask u wana meet up
0,lol ye friendship hang thread caus u wont buy stuff
1,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap num
0,where garag key arent bookshelf
0,today accept dayu accept brother sister lover dear num best num clo num lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rpli mean enemi
1,think ur smart win å num week weekli quiz text play num nowtc winnersclub po box num m num num uz num gbp num num week
0,say hell give call when friend got money he definit buy befor end week
0,hi way u num day normal waythi real ur uniquei hope know u num rest mylif hope u find wot lost
0,made day great day too
0,kkadvanc happi pongal
0,hmmm guess can go num kb n power yoga haha dunno can tahan power yoga anot thk got lo oso forgot liao
0,not realli dude no friend im afraid
1,decemb onli mobil num mth entitl updat latest colour camera mobil free call mobil updat co free num
0,coffe cake guess
0,merri christma too babe love ya kiss
0,hey whi dont just go watch x men lunch haha
0,cud u tell ppl im gona b bit l num co num buse hav gon past co full im still waitin num num pete x
0,would great well guild could meet bristol road somewher will get touch over weekend plan take flight good week
0,no problem how do
0,no callsmessagesmiss call
0,hi dahow today class
0,id say that good sign well know track record read women
0,cool text when your park
0,im read text just sent meant joke so read light
0,kkapo kgood movi
0,mayb could get book tomo then return immedi someth
1,call germani onli num penc per minut call fix line via access number num num num num no prepay direct access
0,ani chanc might evapor soon violat privaci steal phone number employ paperwork not cool all pleas not contact again will report supervisor
1,valentin day special win over å num quiz take partner trip lifetim send go num now num pmsg rcvd custcar num
0,tadaaaaa home babe still up
0,cool so how come havent wine dine befor
0,just sleepingand surf
0,sorri ill call later
0,u call right call hand phone
0,ok that great thanx lot
0,take post come then must num s text now happi read one wiv hello carolin end favourit bless
0,where u hide stranger
0,not interest like
0,sister clear two round birla soft yesterday
0,gudnitetcpractic go
0,di yiju ju saw ur mail case huim havent sent u num di num
0,one small prestig problem now
1,fanci shag dointerest sextextukcom txt xxuk suzi num txt cost num num per msg tnc websit x
0,just check realli miss see jeremiah great month
0,nah cant help there ive never iphon
0,your not car hour half im go apeshit
0,today sorri day ever angri ever misbehav hurt plz plz just slap urself bcoz ur fault im basic good
0,yo guy ever figur how much need alcohol jay tri figur how much can safe spend weed
0,ltgt ish minut num minut ago wtf
0,thank callingforgot say happi onam sirjii fine here rememb when met insur personmeet qatar insha allahrakhesh ex tata aig join tisscotays
1,congratul ur award num cd voucher num gift guarante free entri num num wkli draw txt music num tnc wwwldewcom num win num ppmx num age num
1,ur cashbal current num pound maxim ur cashin now send cash num onli num pmsg cc num hgsuit num num land roww num j num hl
0,im actor when work work even sleep late sinc im unemploy moment alway sleep late when your unemploy everi day saturday
0,hello just got here st andrewsboy long way cold will keep post
0,ha ha cool cool chikku chikkudb
0,oh ok no prob
0,check audrey statu right now
0,busi here tri finish new year look forward final meet
0,good afternoon sunshin how dawn day refresh happi aliv breath air smile think love alway
0,well know z will take care so no worri
1,xma offer latest motorola sonyericsson nokia free bluetooth doubl min num txt orang call mobileupd num num call num optoutf num q
1,here discount code rp num stop further messag repli stop wwwregalportfoliocouk custom servic num
0,wat uniform where get
0,cool text when your readi
0,hello boytoy geeee miss alreadi just woke up wish here bed cuddl love
0,will spoil bed well
0,im go bath will msg next ltgt min
0,cant keep talk peopl not sure can pay agre price so pl tell want realli buy how much will pay
1,thank rington order refer t num will charg gbp num per week can unsubscrib anytim call custom servic num
0,can say happen
0,could seen mei didt recognis face
0,well there not lot thing happen lindsay new year sigh some bar ptbo blue heron someth go
0,keep payasam there rinu bring
0,taught ranjith sir call so onli sm like becau he verifi project prabu told today so onli pa dont mistak
0,guess that whi re worri must know there way bodi repair itself im quit sure shouldnt worri well take slow first test will guid when ovul then just relax noth youv said reason worri ill keep followin up
0,yeah sure give coupl minut track down wallet
0,hey leav not big deal take care
0,hey will late ah meet num
1,doubl min txt num num month free bluetooth orang avail soni nokia motorola phone call mobileupd num num call num optoutn num dx
0,took mr owl num lick
0,custom place will call
0,mm time dont like fun
1,num mth half price orang line rental latest camera phone num free phone num mth call mobilesdirect free num updat now num stoptxt
0,yup have lunch buffet now u eat alreadi
0,huh so late fr dinner
0,hey so sat go intro pilat onli kickbox too
0,morn onli can ok
0,ye think so offic lap room think that last few day didnt shut down
0,pick up bout num num ish time go
0,here after perform award calcul everi two monthnot current one month period
0,actual sleep still might when u call back so text gr num rock si will send u text wen wake
0,alway put busi there put pictur ass facebook one most open peopl ive ever met whi would think pictur room would hurt make feel violat
0,good even sir al salam wahleykkumshar happi newsbi grace god got offer tayseertissco joinedhop fineinshah allahmeet sometimerakheshvisitor india
0,hmmmkbut want chang field quickli dai wan na get system administr network administr
1,free rington text first num poli text get num true tone help num num num after num st free tone num xå num pw eånd txt stop
0,dear how chechi talk
0,hair cream not ship
0,none that happen til get here though
0,yep great loxahatche xma tree burn ltgt start hour
0,haha get use drive usf man know lot stoner
0,all well slightli disastr class pm fav darl hope day ok coffe wld good cant stay late tomorrow same time place alway
0,hello good week fanci drink someth later
0,headin toward busetop
0,messagesom text miss sendernam miss number miss sentdat miss miss u lot that y everyth miss sent via fullonsmscom
0,come room some point so can iron plan weekend
0,co want thing
0,oki ill go yan jiu too can skip ard oso go cine den go mrt one blah blah blah
0,bring home some wendi d
1,num date servic call num box num sk num ch
0,whatsup there dont u want sleep
0,alright new goal now
1,free entri into å num weekli competit just text word win num now num tc wwwtxttowincouk
0,alright ill head few minut text where meet
1,send logo num ur lover num name join heart txt love name num name num mobno eg love adam eve num num yahoo pobox num w num wq txtno num no ad num p
0,yesfrom last week itself im take live call
1,someon contact date servic enter phone fanci find call landlin num pobox num n num tf num p
0,siva hostel aha
1,urgent mobil number award å num prize guarante call num land line claim num valid num hr onli
0,send ur friend receiv someth ur voic how speak express num childish num naughti num sentiment num rowdi num ful attitud num romant num shi num attract num funni ltgt irrit ltgt lovabl repli
0,ok shell ok guess
0,aathiwher dear
0,ani pain urin ani thing els
0,num esplanad mind give lift co got no car today
0,wnt buy bmw car urgentlyit vri urgentbut hv shortag ltgt lacsther no sourc arng di amt ltgt lacsthat prob
0,home watch tv lor
0,usual take fifteen fuck minut respond ye no question
1,congrat nokia num video camera phone call num call cost num ppm ave call num min vari mobil num close num post bcm num ldn wc num n num xx
0,book ticket pongal
0,avail now im like right around hillsborough amp ltgt th
0,messag sent askin ltgt dollar shoul pay ltgt ltgt
0,ask g iouri ive told stori like ten time alreadi
0,how long applebe fuck take
0,hi hope u get txtjourney hasnt gdnow num min late think
0,like love arrang
0,yesh realli greatbhaji told kalli best cricket after sachin worldveri tough get
0,suppos wake up gt
0,oic saw too tot din c found group liao
0,sorri ill call later
0,hey hey wereth monkeespeopl say monkeyaround howdi gorgeou
0,sorri batteri die can come im onli get gram now where place
0,well done blimey exercis yeah kinda rememb wot hmm
0,wont get concentr dear know mind everyth
0,lol made plan new year
0,num min later k
0,hank lotsli
0,thank hope good day today
0,kkwhat detail want transferacc no enough
0,ok will tell stay yeah tough optimist thing will improv month
1,loan ani purpos å num å num num homeown tenant welcom previous refus can still help call free num num text back help
0,si si think ill go make those oreo truffl
0,look ami ure beauti intellig woman like u lot know u donåõt like like so donåõt worri
0,hope that result be consist intellig kind start ask practicum link keep ear open all best ttyl
0,num num call cost guess isnt bad miss ya need ya want ya love ya
0,go thru veri differ feelingwav decis cope up same same individualtim will heal everyth believ
0,where u go phone gon na die stay here
0,great never better each day give even more reason thank god
1,upgrdcentr orang custom may now claim free camera phone upgrad loyalti call now num num num offer end num th juli tc appli optout avail
0,sorri ill call later ok bye
0,ok way railway
0,great princess love give receiv oral doggi style fave posit how enjoy make love ltgt time per night
0,dont put stuff road keep get slipperi over there
0,when go ride bike
0,yup no need ill ju wait num e rain num stop
0,there mani compani tell languag
1,okmail dear dave final notic collect num tenerif holiday num cash award call num landlin tc sae box num cw num wx num ppm
0,how long sinc scream princess
0,noth meant onc money enter account here bank will remov flat rate someon transfer ltgt account ltgt dollar got remov so bank differ charg also differb sure trust num ja person send account detail co
1,want num get laid tonight want real dog locat sent direct num ur mob join uk largest dog network txting moan num nyt ec num num pmsg num p
0,nice line said broken heart plz dont cum num more time infront other wise onc again ll trust u good num t
0,ok im gon na head up usf like fifteen minut
0,love aathilov u lot
0,tension ahwhat machiani problem
0,k can pick up anoth num th when your done
0,whenr guy get back g said think not stay mcr
0,almost there see u sec
0,yo carlo few friend alreadi ask work all weekend
0,watch tv lor
0,thank babi cant wait tast real thing
0,should chang fb jaykwon thuglyf falconerf
0,win realli no num side long time
1,free messag activ num free text messag repli messag word free term condit visit www num com
0,dear reach railway happen
0,depend qualiti want type sent boy fade glori then num want ralph mayb num
0,think ive fix can send test messag
0,sorri man account dri would want could trade back half could buy some shit credit card
1,congrat num year special cinema pass num your call num now c suprman v matrix num starwar num etc all num free bx num ip num num num pm dont miss
0,sorryin meet ill call later
0,class ltgt reunion
0,free nowcan call now
0,got meh when
0,nope think will go monday sorri repli so late
0,some told accentur not confirm true
0,kate jackson rec center befor num ish right
0,dear reach room
0,fight world easi u either win lose bt fightng some num close u dificult u lose u lose u win u still lose
0,when can come
0,check nuerologist
0,lolnic went fish water
1,num congratul week competit draw u won å num prize claim just call num b num tcsstop sm num over num onli num ppm
0,no wait e car dat bore wat co wait outsid got noth num home can stuff watch tv wat
0,mayb westshor hyde park villag place near hous
0,should know now so how anthoni bring money ive school fee pay rent stuff like that whi need help friend need
0,what signific
0,opinion num over num jada num kusruthi num lovabl num silent num spl charact num not matur num stylish num simpl pl repli
0,num latest gs still there can scroung up some ammo want give new ak tri
0,prabhaim sorydarealyfrm heart im sori
0,lol ok forgiven
0,nojst chang tat onli
1,guarante latest nokia phone num gb ipod mp num player å num prize txt word collect no num ibhltd ldnw num h num pmtmsgrcvd num
0,sno competit
1,boltblu tone num p repli poli mono eg poli num num cha cha slide num yeah num slow jamz num toxic num come stop num more tone txt more
1,credit top up httpwwwbubbletextcom renew pin tgxxrz
0,way transport less problemat than sat night way u want ask n join bday feel free need know definit no book fri
0,usual person unconsci that children adult may just behav abnorm ill call now
0,that ebay might less elsewher
0,shall come get pickl
0,gon na go get some taco
0,that veri rude campu
1,urgent mobil no award å num num bonu caller prize num num num num nd attempt contact call num num num box num qu
0,hi wont b ard num christma enjoy n merri xma
1,today offer claim ur å num worth discount voucher text ye num now savamob member offer mobil t cs num å num num sub num unsub repli x
0,ye how pretti ladi like singl
1,will reciev tone within next num hr term condit pleas see channel u teletext pg num
0,jay say your doublefaggot
1,privat num account statement num show num unredeem sim point call num identifi code num expir num num num
0,todaysundaysunday holidayso no work
0,gudnitetcpractic go
0,ill late
0,ive not call hope l num r malaria know miss guy miss bani big so pl give love especi great day
0,good afternoon love how goe day hope mayb got some lead job think boytoy send passion kiss across sea
0,probabl gon na here see later tonight lt
0,mayb fat finger just press all these button doesnt know
0,ummmmmaah mani mani happi return d day dear sweet heart happi birthday dear
0,tirupur da onc start offic call
1,wwwapplausestorecom monthlysubscript num pmsg max num month tcsc web age num num stop txt stop
0,famou quot when develop abil listen anyth uncondit without lose temper self confid mean marri
0,go colleg pa els ill come there self pa
0,num oclock mine just bash flat plan
0,girl not stay bed girl doesnt need recoveri time id rather pass have fun then coop up bed
0,then ani special there
0,know need get hotel now just got invit apologis cali sweet come some english bloke weddin
0,sorri took so long omw now
0,wait ltgt min
0,ok give num minut think see btw your alibi cut hair whole time
0,imagin final get sink into bath after put through pace mayb even have eat befor left also imagin feel cage cock surround bath water remind alway own enjoy cuck
0,hurri up ive weeddefici like three day
0,sure get acknowledg astoundingli tactless gener faggi demand blood oath fo
0,ok everi night take warm bath drink cup milk youll see work magic still need loos weight just so know
0,iûll look fri pan case itû cheap book perhap no thatû silli fri pan isnût like book
0,o well uv caus mutat sunscreen like essenti theseday
0,have lunchyou not onlinewhi
0,know friend alreadi told
0,hi princess thank pic veri pretti how
0,aiyo u alway c ex one dunno abt mei haven repli first time u repli so fast y so lucki not workin huh got bao ur sugardad ahge
0,hi msg meim offic
0,thanx num e browni v nice
0,geeeee love so much can bare stand
1,gent tri contact last weekend draw show won å num prize guarante call num claim code k num valid num hr onli num ppm
0,fuck babe miss alreadi know cant let send some money toward net need want crave
0,ill call u num mrw ninish address icki american freek wont stop callin num bad jen k eh
0,oooh bed ridden ey think
0,so anyway can just go gym whatev love smile hope ok have good day babe miss so much alreadi
0,love daddi will make scream pleasur go slap ass dick
0,wot u wan na then missi
0,yar lor wait num mum num finish sch then lunch lor whole morn stay home clean room now room quit clean hee
0,know where lab goggl went
0,can open door
0,wait call
0,nope wait sch num daddi
1,won num num cash num num prize claim call num
0,im tire argu week after week want now ill same
0,ìï wait num sch finish ard num
1,mobil number won å num claim call us back ring claim hot line num
0,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt d snake amp sayin bite bite
0,huh so earli then have dinner outsid izzit
0,ok anyway no need chang said
1,tri contact re repli offer num min num textand new video phone call num now repli free deliveri tomorrow
0,exwif not abl kid want kid one day
0,so how scotland hope not over show jjc tendenc take care live dream
0,tell u headach just want use num hour sick time
0,dun thk ill quit yet hmmm can go jazz yogasana oso can can go meet em after lesson den
0,pete can pleas ring meiv hardli gotani credit
0,ya srsli better than yi tho
0,im meet call later
1,ur chanc win å num wkli shop spree txt shop num tsc wwwtxt num shopcom custcar num num x num pwk
1,special select receiv num pound award call num befor line close cost num ppm num tc appli ag promo
1,privat num account statement num show num unredeem s m point call num identifi code num expir num num num
0,still grand prix
0,met stranger choos friend long world stand friendship never end let friend forev gud nitz
0,great how
0,gud mrng dear nice day
1,import custom servic announc call freephon num num num now
0,will exhaust train morn too much wine pie sleep well too
0,im go buy mum present ar
0,mind blastin no more tsunami will occur now rajnik stop swim indian oceand
0,u send home first ok lor im not readi yet
0,speak ani cash yet
0,happi there will come after noon
0,meet after lunch la
